#{"t_start": 1764081868.5235157, "env_id": "None"}
r,l,t
-38.8,26,109.705006
-40.25,29,109.72078
-36.75,24,109.734127
-35.15,25,109.743124
-33.65,24,109.75433
-38.9,25,109.777526
-43.0,32,109.793555
-44.55,34,109.805662
-41.95,29,109.821478
-35.6,26,109.832473
-39.15,27,109.852605
-43.15,30,109.863604
-40.7,29,109.877356
-37.9,26,109.890363
-36.55,26,109.912037
-36.05,27,109.924489
-32.35,22,109.932481
-33.85,25,109.942568
-32.3,23,109.951596
-35.45,24,109.959517
-37.2,26,109.97822
-38.15,27,109.988292
-36.65,25,109.997238
-36.25,25,110.00641
-33.9,26,110.027405
-35.95,25,110.036863
-33.95,22,110.045987
-37.75,29,110.056917
-31.45,22,110.066449
-32.85,22,110.075694
-35.05,26,110.096989
-34.9,25,110.110023
-32.3,23,110.118845
-32.65,23,110.127949
-38.05,31,110.145339
-35.4,26,110.168367
-36.2,27,110.180033
-29.2,21,110.187116
-38.85,27,110.197119
-37.35,25,110.206085
-33.55,23,110.223676
-34.4,23,110.231739
-36.0,25,110.239748
-34.05,25,110.249538
-31.55,23,110.257792
-33.35,21,110.276084
-33.15,24,110.296832
-41.7,30,110.310888
-35.95,28,110.32914
-33.5,24,110.341138
-44.0,35,110.367288
-28.7,21,110.375519
-32.75,22,110.393803
-36.35,26,110.406447
-30.45,21,110.413439
-35.6,27,110.43711
-32.85,23,110.449134
-29.7,22,110.459172
-38.15,26,110.477283
-36.05,24,110.488272
-32.65,23,110.500319
-40.35,28,110.525163
-35.15,26,110.542153
-33.25,24,110.553301
-32.25,21,110.566545
-29.75,22,110.581629
-33.15,23,110.604267
-35.15,25,110.614712
-46.55,34,110.629211
-34.35,24,110.638206
-37.95,28,110.649205
-34.15,24,110.672096
-33.65,25,110.683455
-36.25,27,110.695444
-32.55,22,110.703485
-39.8,30,110.715023
-31.1,24,110.73414
-29.95,21,110.74314
-36.45,27,110.758267
-33.0,25,110.772856
-34.15,24,110.785798
-37.25,26,110.810074
-32.1,20,110.81665
-38.95,28,110.825621
-33.35,23,110.833603
-33.25,21,110.841692
-31.65,22,110.849606
-31.25,22,110.865352
-32.15,24,110.875744
-32.0,22,110.883738
-32.35,22,110.891741
-31.9,22,110.900858
-36.6,25,110.919096
-30.63,20,110.927095
-32.6,24,110.936059
-32.95,20,110.944097
-32.15,26,110.95771
-42.6,31,110.980362
-32.75,20,110.991361
-29.9,22,111.003403
-30.9,21,111.021245
-31.25,22,111.02925
-29.85,22,111.037251
-32.2,23,111.052892
-32.25,23,111.062186
-33.85,24,111.071627
-34.45,23,111.079663
-29.45,22,111.088667
-35.45,25,111.097663
-36.45,25,111.118465
-37.2,29,111.129889
-33.65,24,111.138811
-34.05,24,111.148797
-32.3,23,111.160835
-36.7,27,111.190262
-35.75,25,111.21385
-30.05,21,111.22253
-37.9,30,111.238457
-32.75,24,111.252126
-34.15,24,111.269474
-31.8,21,111.278606
-37.65,25,111.287524
-35.25,22,111.296067
-32.25,23,111.305142
-34.75,22,111.313096
-32.15,22,111.331886
-31.2,22,111.340795
-33.6,22,111.3504
-36.65,25,111.35942
-34.65,25,111.36904
-35.95,26,111.388148
-30.95,21,111.398128
-35.35,25,111.40818
-31.75,21,111.416609
-32.15,26,111.425584
-34.15,21,111.433585
-34.75,24,111.457783
-33.85,25,111.467541
-33.65,22,111.475541
-34.2,23,111.48453
-33.65,24,111.49348
-32.45,21,111.509627
-34.35,24,111.518351
-34.05,22,111.529349
-34.0,23,111.537288
-31.0,22,111.545543
-31.65,22,111.554662
-35.95,25,111.579204
-32.3,22,111.587117
-32.45,23,111.597199
-36.0,25,111.607646
-35.85,25,111.617866
-31.75,23,111.637632
-33.65,20,111.646616
-32.9,20,111.654737
-36.25,27,111.674613
-32.8,26,111.691631
-38.5,28,111.710779
-37.4,26,111.7216
-39.85,31,111.731612
-34.75,25,111.742522
-34.4,25,111.752011
-31.25,22,111.767592
-34.1,22,111.777095
-30.5,21,111.784101
-27.5,20,111.793181
-30.45,21,111.801309
-31.55,21,111.810318
-37.75,27,111.83225
-39.35,27,111.842269
-34.15,23,111.850377
-34.75,22,111.860375
-36.65,27,111.869325
-34.2,23,111.880368
-33.05,22,111.901501
-30.85,20,111.908567
-31.65,20,111.917031
-30.35,20,111.924965
-34.45,23,111.936021
-32.05,20,111.947017
-38.65,27,111.97499
-31.65,20,111.984087
-31.85,22,111.99409
-32.75,23,112.004131
-30.75,25,112.014768
-31.95,21,112.033044
-30.85,22,112.04304
-34.55,22,112.050162
-36.15,23,112.060157
-32.2,21,112.069116
-36.65,25,112.079786
-30.6,20,112.098799
-29.75,20,112.108711
-34.65,23,112.117993
-32.25,21,112.132999
-30.35,20,112.152812
-34.85,23,112.177736
-32.25,21,112.20041
-39.65,28,112.21349
-32.25,23,112.225076
-32.6,22,112.23421
-33.8,22,112.24221
-29.75,21,112.250234
-30.45,21,112.270311
-31.15,21,112.279335
-31.25,22,112.288328
-34.15,22,112.298602
-32.95,22,112.307651
-30.05,20,112.315862
-35.15,22,112.336994
-32.75,20,112.346994
-32.55,22,112.356044
-31.35,21,112.364885
-33.15,20,112.378482
-34.95,22,112.386479
-38.4,27,112.405886
-29.05,20,112.413877
-37.15,28,112.425371
-35.05,24,112.436195
-32.65,21,112.44633
-36.15,23,112.468231
-33.05,22,112.477261
-31.85,21,112.485265
-31.95,22,112.495223
-34.55,22,112.503333
-34.15,22,112.512339
-38.45,27,112.532991
-35.45,24,112.546521
-35.6,24,112.555547
-34.15,22,112.565667
-38.9,30,112.578704
-33.55,23,112.597846
-34.35,24,112.609958
-36.35,24,112.619671
-37.55,25,112.630649
-40.8,30,112.643652
-31.75,21,112.668349
-33.45,22,112.681366
-34.75,22,112.693352
-28.03,19,112.70048
-32.9,19,112.708488
-37.35,27,112.723232
-30.75,20,112.740236
-42.25,28,112.751366
-32.0,21,112.761976
-30.55,20,112.769742
-32.5,23,112.780747
-32.95,21,112.790656
-36.65,25,112.811679
-35.35,23,112.822377
-33.7,21,112.831376
-39.75,27,112.845469
-35.15,25,112.855499
-34.45,23,112.873209
-45.0,31,112.885213
-37.3,25,112.895286
-34.3,22,112.907327
-40.5,28,112.918916
-36.85,25,112.937836
-36.55,26,112.949391
-38.9,26,112.959508
-34.05,22,112.967983
-31.65,20,112.97628
-33.7,24,112.995164
-32.7,23,113.004297
-34.65,23,113.013279
-31.35,21,113.020465
-31.1,21,113.027027
-34.75,23,113.035022
-33.3,24,113.05424
-33.35,21,113.062236
-30.25,21,113.069413
-33.35,25,113.077422
-31.55,21,113.086504
-31.4,23,113.094489
-34.75,25,113.112606
-39.95,29,113.123374
-35.3,25,113.134184
-48.95,36,113.146125
-32.35,20,113.165609
-36.35,24,113.174742
-31.8,21,113.182789
-42.5,28,113.19179
-37.6,25,113.20127
-39.0,26,113.21981
-31.55,23,113.228798
-30.1,20,113.235798
-34.15,26,113.244798
-32.9,23,113.252925
-34.7,27,113.262928
-34.75,24,113.282084
-33.85,22,113.290081
-41.4,30,113.299824
-29.95,22,113.309205
-34.1,24,113.317444
-31.6,23,113.333573
-30.35,20,113.340569
-33.35,21,113.348575
-37.85,26,113.360162
-31.65,20,113.368065
-30.4,22,113.375057
-33.95,21,113.398513
-30.55,20,113.405623
-29.25,20,113.413739
-34.3,24,113.422333
-31.0,20,113.430208
-32.05,23,113.438206
-32.7,23,113.463448
-30.45,21,113.472223
-29.7,20,113.480137
-30.15,20,113.488245
-30.95,23,113.500169
-36.15,23,113.50916
-28.8,20,113.527638
-32.25,21,113.535639
-31.85,23,113.54464
-28.8,20,113.552722
-32.65,24,113.562725
-31.45,21,113.573994
-28.7,21,113.594923
-36.05,24,113.605831
-29.45,20,113.613399
-31.85,23,113.622828
-30.35,22,113.631701
-31.25,20,113.644339
-31.75,21,113.664747
-31.45,22,113.6823
-33.05,22,113.695207
-30.05,21,113.71032
-27.65,20,113.718066
-30.85,22,113.726035
-29.35,21,113.742115
-31.45,20,113.754519
-29.95,20,113.761526
-29.25,22,113.769144
-32.65,23,113.778268
-32.55,22,113.786289
-29.2,23,113.80247
-35.0,24,113.811475
-32.85,23,113.823208
-36.35,28,113.833201
-36.95,27,113.843114
-33.25,24,113.862821
-32.45,23,113.880819
-35.9,27,113.896823
-32.95,23,113.907861
-28.15,20,113.913868
-34.85,23,113.93267
-28.85,20,113.939678
-32.0,23,113.947666
-31.9,22,113.955778
-31.4,20,113.963795
-32.35,24,113.972697
-29.65,22,113.989683
-31.8,25,113.999691
-30.85,21,114.007806
-29.9,22,114.016584
-26.75,20,114.024586
-33.1,23,114.031582
-30.65,21,114.048634
-27.75,22,114.056759
-32.6,24,114.063755
-27.3,20,114.073263
-30.45,23,114.081388
-28.05,23,114.090438
-27.25,20,114.1085
-30.9,21,114.116861
-30.9,21,114.124871
-29.35,22,114.132866
-36.05,27,114.141872
-26.35,20,114.150653
-29.25,22,114.170093
-30.5,22,114.17811
-30.8,22,114.187793
-29.25,24,114.196799
-28.55,20,114.203929
-25.8,21,114.2217
-35.85,30,114.233363
-34.35,28,114.24437
-27.0,20,114.257318
-35.15,29,114.287179
-31.25,26,114.330351
-27.75,22,114.348457
-26.15,20,114.355574
-28.48,19,114.361574
-27.05,20,114.36838
-25.65,20,114.375381
-31.45,24,114.392295
-26.55,20,114.400472
-25.6,21,114.408748
-27.73,17,114.416568
-29.05,24,114.42549
-34.75,28,114.43627
-25.2,20,114.45931
-30.95,22,114.466899
-25.9,20,114.47391
-29.4,20,114.480995
-25.3,20,114.487516
-26.05,21,114.495508
-27.25,22,114.511615
-26.35,20,114.519384
-26.6,22,114.527394
-27.05,22,114.534388
-34.05,24,114.543382
-31.1,25,114.551498
-29.0,22,114.570702
-26.85,21,114.577699
-26.25,21,114.585709
-26.3,20,114.593704
-26.3,20,114.601739
-26.0,21,114.609734
-25.2,20,114.626627
-30.55,24,114.637617
-28.3,23,114.645622
-28.85,23,114.654922
-29.85,23,114.663921
-29.95,24,114.673072
-26.05,21,114.693376
-28.2,22,114.701505
-30.1,25,114.709502
-28.3,23,114.717277
-27.9,22,114.725173
-29.5,24,114.745085
-28.6,21,114.753132
-26.95,20,114.764218
-26.05,21,114.771982
-27.0,20,114.779977
-29.15,20,114.787984
-26.15,20,114.794974
-26.7,20,114.816882
-30.0,22,114.824794
-30.65,23,114.832792
-28.4,20,114.840847
-26.45,21,114.847849
-28.05,23,114.855964
-25.45,20,114.872922
-30.0,25,114.881936
-25.2,20,114.889934
-27.45,22,114.897475
-27.35,21,114.906577
-27.45,22,114.915222
-29.9,22,114.934345
-25.7,20,114.944289
-26.95,21,114.956138
-26.85,21,114.966268
-28.0,21,114.975367
-29.5,22,114.984504
-27.45,20,115.011446
-25.7,20,115.021129
-25.85,20,115.033188
-25.7,20,115.042699
-29.45,20,115.053783
-28.25,23,115.064899
-27.2,20,115.08682
-25.5,20,115.100909
-27.35,21,115.109875
-28.25,21,115.120463
-30.35,22,115.130471
-28.35,22,115.139467
-28.15,20,115.155499
-27.55,21,115.170019
-27.2,20,115.180063
-28.55,20,115.188745
-27.4,21,115.19715
-26.7,21,115.207916
-28.4,21,115.228781
-27.2,21,115.23733
-27.5,21,115.247886
-26.4,22,115.257947
-26.35,20,115.267325
-26.1,20,115.281999
-26.3,20,115.302152
-27.85,22,115.314677
-25.65,20,115.325698
-27.7,21,115.336698
-27.3,21,115.345696
-27.5,21,115.35626
-28.35,22,115.375182
-27.5,21,115.386737
-28.8,20,115.393744
-27.35,21,115.403806
-25.0,20,115.415424
-26.0,21,115.425473
-25.9,20,115.43452
-27.05,21,115.452556
-26.7,21,115.461568
-28.25,21,115.469171
-27.7,21,115.480198
-25.7,20,115.494518
-28.6,22,115.506924
-26.25,21,115.524124
-26.4,20,115.534113
-27.6,23,115.544135
-26.8,22,115.553257
-29.65,22,115.562267
-26.65,21,115.570408
-25.6,21,115.591442
-27.65,22,115.60055
-28.0,21,115.616238
-29.4,22,115.625236
-27.85,23,115.634241
-26.25,21,115.643239
-26.6,21,115.661371
-27.2,20,115.670121
-27.45,22,115.680898
-27.05,22,115.690903
-26.45,21,115.698894
-25.2,20,115.710399
-26.45,21,115.740067
-27.45,20,115.751099
-29.4,23,115.764151
-27.35,21,115.775958
-26.1,20,115.785018
-25.8,21,115.795999
-29.9,22,115.813026
-25.215,20,115.824324
-27.0,20,115.832325
-25.0,20,115.840329
-26.45,20,115.84833
-27.35,21,115.858371
-27.25,22,115.876024
-28.55,22,115.885878
-27.9,22,115.895256
-27.85,20,115.903506
-25.8,21,115.910428
-25.5,20,115.919752
-27.65,20,115.944007
-29.4,20,115.952052
-31.3,21,115.960127
-31.4,22,115.967602
-29.15,20,115.974742
-30.15,21,115.981744
-26.6,22,115.997753
-28.2,20,116.004864
-25.95,20,116.011877
-29.35,23,116.020626
-28.3,22,116.028626
-31.95,26,116.040946
-26.25,21,116.061065
-27.8,21,116.069272
-28.8,22,116.076469
-25.5,20,116.084445
-26.3,20,116.091535
-26.6,21,116.100651
-26.1,20,116.127359
-28.1,20,116.140193
-26.15,20,116.149196
-28.8,20,116.156245
-24.8,20,116.163307
-27.05,20,116.171058
-27.4,20,116.183793
-24.6,20,116.201395
-29.95,21,116.209495
-29.8,25,116.219182
-26.95,19,116.226556
-28.45,23,116.234551
-27.1,21,116.243877
-28.7,21,116.260097
-25.85,20,116.268566
-25.5,20,116.278571
-26.75,20,116.286674
-25.05,20,116.293681
-26.4,20,116.300556
